Membership Type,Last 4 of CC,Transaction Date,Charge/Refund,Fee Category,Fee Type,Charge Amount,Original Charge Date,Original Charge Amount,Refund Amount,Net,Payment Status
24 Hour Kiosk,6096,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,4100,9/24/13,Charge,Membership Fee,Annual Membership,$65.00,,$0.00,$0.00,$65.00,Processed
24 Hour Kiosk,0502,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,0502,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1433,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1433,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,8743,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,8743,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,1433,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,7113,9/24/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,7113,9/24/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,4810,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4810,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9028,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,9028,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,8733,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,3104,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,8733,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,7476,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6883,9/24/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,4481,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,4481,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6319,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6319,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6889,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6889,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6889,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,7549,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,4761,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,7549,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,4539,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6386,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2520,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$2.50,,$0.00,$0.00,$2.50,Processed
24 Hour Kiosk,2520,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$2.50,,$0.00,$0.00,$2.50,Processed
24 Hour Kiosk,9724,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4529,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4529,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5011,9/24/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Kiosk,5200,9/24/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,4289,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,0674,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,4289,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,4289,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,8660,9/24/13,Charge,Usage Fee,,$10.00,,$0.00,$0.00,$10.00,Processed
24 Hour Kiosk,9848,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,4724,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,2290,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,3843,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1984,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2371,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4743,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2799,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2799,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9627,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0553,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8357,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1865,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0633,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,3275,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,3673,9/24/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6066,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9546,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4759,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4759,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2552,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,2552,9/24/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,4315,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7309,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7309,9/24/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5286,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5185,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4455,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5170,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5534,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6367,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6367,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6367,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6367,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8162,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0537,9/25/13,Charge,Usage Fee,,$8.00,,$0.00,$0.00,$8.00,Processed
24 Hour Kiosk,9168,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4578,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4578,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0704,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0704,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3449,9/25/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,3449,9/25/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Pass,4950,9/25/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9524,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8980,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5118,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Monthly Membership,3996,9/25/13,Charge,Membership Fee,Monthly Membership,$15.00,,$0.00,$0.00,$15.00,Processed
Annual Membership,2498,9/25/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4789,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9396,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Monthly Membership,2150,9/25/13,Charge,Membership Fee,Monthly Membership,$15.00,,$0.00,$0.00,$15.00,Processed
24 Hour Kiosk,4706,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2150,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4174,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4781,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6821,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4723,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9462,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5747,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5747,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0938,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9937,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2923,9/25/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,6613,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1143,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5528,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0043,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0043,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2095,9/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,2095,9/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,7880,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9721,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7880,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6029,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9721,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4743,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8248,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4290,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1623,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0377,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2862,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1045,9/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,7505,9/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,7505,9/25/13,Charge,Usage Fee,,$2.00,,$0.00,$0.00,$2.00,Processed
24 Hour Kiosk,3982,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3982,9/25/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6682,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1920,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1242,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,1921,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,0416,9/26/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3950,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6416,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3773,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3773,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3773,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1097,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4026,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0856,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8667,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3069,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4968,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1494,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2242,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2242,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,4034,9/26/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8574,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8399,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,2255,9/26/13,Charge,Membership Fee,Annual Membership,$60.00,,$0.00,$0.00,$60.00,Processed
Annual Membership,5363,9/26/13,Charge,Membership Fee,Annual Membership,$65.00,,$0.00,$0.00,$65.00,Processed
24 Hour Kiosk,6726,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6726,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3718,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3718,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2352,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2352,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,2176,9/26/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5498,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
Annual Membership,2498,9/26/13,Charge,Membership Fee,Annual Membership,$60.00,,$0.00,$0.00,$60.00,Processed
24 Hour Kiosk,2043,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4135,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9984,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8959,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8542,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9420,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9420,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2201,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8795,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6640,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6640,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7823,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7823,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5185,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7823,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8459,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0770,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1622,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,9807,9/26/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0523,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0523,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,2727,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,7426,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0381,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0381,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9140,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5439,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5262,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,8903,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3843,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4539,9/26/13,Charge,Usage Fee,,$14.00,,$0.00,$0.00,$14.00,Processed
24 Hour Kiosk,3996,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6861,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,0043,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,6861,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9250,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,9250,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,3746,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4743,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,9627,9/26/13,Charge,Usage Fee,,$6.00,,$0.00,$0.00,$6.00,Processed
24 Hour Kiosk,8357,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,0553,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,1865,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,4933,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5352,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,5352,9/26/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Pass,0213,9/26/13,Charge,Membership Fee,24 Hour Pass,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4315,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,7309,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,7309,9/26/13,Charge,Usage Fee,,$4.00,,$0.00,$0.00,$4.00,Processed
24 Hour Kiosk,6731,9/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,1920,9/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
24 Hour Kiosk,4789,9/27/13,Charge,Membership Fee,24 Hour Kiosk,$5.00,,$0.00,$0.00,$5.00,Processed
